Timestamp,creative_data_id,"Is there a call to go online (e.g., shop online, visit the Web)? ","Is there online contact information provided (e.g., URL, website)? ","Is there a visual or verbal call to purchase (e.g., buy now, order now)?","Does the ad portray a sense of urgency to act (e.g., buy before sales end, order before it ends)? ","Is there an incentive to buy (e.g., a discount, a coupon, a sale, or 'limited time offer')? ","Is there offline contact information provided (e.g., phone, mail, store location)?",Is there mention of something free? ,"Does the ad mention at least one specific product or service (e.g., model, type, item)? ",Is there any verbal or visual mention of the price?,"Does the ad show the brand (logo, brand name) or trademark (something that most people know is the brand) multiple times?

For example, Nike ads often have the ""swoosh"" logo prominently displayed on shoes and apparel worn by celebrity athletes. The ""Just Do It"" slogan is another Nike trademark frequently included.",Does the ad show the brand or trademark exactly once at the end of the ad?,"Is the ad intended to affect the viewer emotionally, either with positive emotion (fun, joy), negative emotion (sad, anxious) or another type of emotion? (Note: You may not personally agree, but assess if that was the intention.)","If ""yes"" to the above, which of the following emotions is closest to the emotion that the ad was intending the viewer to feel? (Select all that apply.)","If yes to the above, did the ad successfully affect you emotionally, as intended?",Does the ad give you a positive feeling about the brand? ,"Does the ad have a story arc, with a beginning and an end? ","Does the ad have a reversal of fortune, where something changes for the better, or changes for the worse?",Does the ad have relatable characters? ,Is the ad creative/clever?,"Is the ad intended to be funny? (Note: You may not personally agree, but assess if that was the intention.)","If yes to the above, was the ad successfully funny, as intended?","Does this ad provide sensory stimulation (e.g., cool visuals, arousing music, mouth-watering)? ",Is the ad visually pleasing?,"Does the ad have cute elements like animals, babies, animated, characters, etc?",Was there a famous person in this ad? ,"If yes to the above, write the name of the famous person, if known.",What happened in this ad? (Answer in 2-3 sentences each),What was/were the company's goal(s) with this ad? Choose (potentially multiple) from:,How successful was the ad in achieving its goal(s)?,"How much did you like the ad? (1. Strongly dislike, 2. Dislike, 3. Neither Like or Dislike, 4. Like, 5. Strongly Like)","What was the slogan presented in the ad, if any?","After addressing the specific survey items, write a general description of the ad. You can use answers to the questions above to formulate your answer. Your description should include:
Brand and Product Identification: 
Specify the brand and whether a product is being advertised. (1 sentence)
Visual Elements: Describe what is seen on the screen, including setting, characters, and any text or graphics. (max 2 sentences)
Auditory Elements: Note what is heard, such as dialogue, voice-over, music, or sound effects. (max 2 sentences)
",Any additional feedback or things we should be aware of? ,Please enter the video identifier one more time (e.g. 123456789.mp4)
5/27/2024 3:07:28,1768584,Yes,Yes,Yes,Yes,No,No,No,Yes,"Yes, both",Yes,Yes,Yes,Desire,Yes,Yes,No,No,No,No,No,N/A,Yes,Yes,No,No,N/A,The ad focuses on the single dish Lasagna. It presents the customizability of the Lasagna and breaks each topping apart. ,Directly persuade consumers to purchase,4,4,We're all family here,The product is the new Lasagna Mia at Olive Garden. The screen displays multiple close up shots of the food and scenes that makes people mouth water. There is a voice over describing the toppings and options available.,N/A,1768584.mp4
5/17/2024 4:00:51,1776082,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,"Amusement, Joy, Pride, Desire, Curiosity",No,No,No,No,No,Yes,No,N/A,Yes,Yes,No,No,N/A,A couple walks into a bar and looks around at what drinks they want. They both then see and hear a women sitting down talking to them about Jim Beam calling them. The couple both end up getting that drink.,"Increase awareness of product/brand, Directly persuade consumers to purchase",3,3,Make history since 1795 ,Jim Beam is promotion there alcohol while showing us a couple at the bar. They both see and hear a women sitting down talking to them about Jim Beam calling them. ,N/A,1776082 MP4
5/20/2024 8:18:29,1776082,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,"Amusement, Desire, Anxiety",Yes,Yes,Yes,No,Yes,Yes,No,N/A,Yes,Yes,No,No,N/A,"A couple enter a bar and wonder what drink they should get, another character sitting in the seat tells them to consider the most welcoming bourbon in front of them. This is when light shines on the Jim Beam whiskey. The man purchases a drink of Jim Beam on the rocks.","Increase awareness of product/brand, Directly persuade consumers to purchase, Increase consumer loyalty to the product/brand",4,3,Make History,"Product: Jim Bean Bourbon Whiskey

Visual Elements: A bar setting, dark setting, visuals of the product shone in light.

Auditory: Western music, dialogue between the characters ",N/A,1776082.mp4
5/23/2024 15:39:31,1776082,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,"Desire, Curiosity",Yes,Yes,Yes,No,No,Yes,No,N/A,Yes,Yes,No,No,no,A couple comes in the bar and they see all the different alcohol and then the camera pans to a women sitting down. In a seductive voice she tells them it can be intimidating but there is only one right choice. Thats when the camera pans to the brand that the ad is promoting.,"Increase awareness of product/brand, Directly persuade consumers to purchase",4,4,Making history since 1795,"1. Jim Beam and they are advertising their bourbon
2. Its a bar and the place is very dimmed which adds to the mysterious vibe the ad is going for. When the camera pans over to the bourbon then they shine a light on it to differentiate it from all the other bourbons. 
3. A women in a some-what seductive voice telling them to go for the Jim Beam bourbon and then disappearing. ",no,1776082
5/23/2024 15:46:04,1776082,No,No,Yes,No,Yes,Yes,No,Yes,"Yes, both",Yes,Yes,No,,N/A,Yes,Yes,Yes,Yes,Yes,No,N/A,Yes,Yes,No,No,no,The women is happy because their fridge is broken. She is happy because she can go to Lowe's and pick a new fridge for low prices and then the scene changes to Lowe's where a worker talks about all their low prices and offers.,"Increase awareness of product/brand, Directly persuade consumers to purchase, Increase consumer loyalty to the product/brand",5,5,Start with Lowe's,"1. Lowe's, overall they are advertising their brand and how their prices are low by focusing on affordable stainless steel fridge
2. A families home where they are looking at their broken fridge, then they are at Lowe's, then they are back at their home. Lowe's workers are setting up a new fridge.
3.They are playing jolly music ",no,1776082
5/20/2024 17:23:33,1788954,No,No,Yes,Yes,Yes,No,No,Yes,"Yes, visual",Yes,Yes,Yes,"Amusement, Joy, Caring",Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,N/A,A family purchases a fridge but it ends up being pretty dirty and underwhelming. This is when they switch to a whirlpool fridge from Lowe's as they are offering discounts on Whirlpool fridges. Family can now enjoy a nice modern fridge. ,"Increase awareness of product/brand, Directly persuade consumers to purchase, Make consumers feel good about their purchase",4,4,Start with Lowe's,"Brand/Product Identification: Lowe's and Whirpool Fridges, Lowe's is having a sale on Whirlpool fridges.

Visual Elements: Family Home, family characters, Mother, Father, child. Text graphics of the price

Auditory Elements: Character dialogue, narrator dialogue, happy upbeat music.",N/A ,1788954.mp4
5/24/2024 4:00:58,1788954,Yes,No,Yes,No,Yes,No,No,Yes,"Yes, both",Yes,No,Yes,Desire,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,n/a,We watch a family look for a new fridge at Lowes. We watch the workers install the fridge and learn about cool features and discounts they have. ,"Increase awareness of product/brand, Change what consumers know about the product/brand, Change how consumers feel about the product/brand, Directly persuade consumers to purchase, Increase consumer loyalty to the product/brand",4,4,Start with Lowes,"Lowes is advertising their fridge deals. The ad starts off and you think the woman is getting proposed to but she's actually eager that she can buy a new fridge. We watch the family shop for new fridges and see the Lowe's workers install the new fridge. A Lowe's worker narrates and talks about all the features that the fridge has like finger-print resistance. The music is very upbeat and you can hear whistle notes, when they are shopping for new fridges to emphasize their job. ",no,1788954.mp4
5/18/2024 2:47:13,1825984,No,Yes,Yes,Yes,Yes,Yes,No,Yes,"Yes, both",Yes,No,Yes,Desire,No,Yes,No,No,Yes,Yes,No,N/A,Yes,Yes,Yes,No,N/A,Hyundai was showing off their car models used for their Summer Sale Event. Their models start around 20k and is offered for a limited time.,"Increase awareness of product/brand, Directly persuade consumers to purchase",4,3,N/A,"Hyundai was advertising their Epic Summer sales event. On the screen you can see multiple cars through a spinning transition that is included in their sales event. You can see families getting ready to go on vacation and it shows how much stuff the car can hold, which defiantly appeals to people who like to travel or hike. The music is very upbeat and vibrant which adds to the summer feel of the ad. ",It's shown at the bottom that the models shown in the add is priced higher than the given number advertised on screen.,1825984.mp4
5/21/2024 23:07:49,1825984,No,Yes,No,Yes,Yes,No,No,Yes,"Yes, visual",Yes,Yes,Yes,"Amusement, Joy",No,Yes,No,No,No,No,No,N/A,No,No,Yes,No,None,"In an all white background, different 2018 Hyundai model cars are displayed. Each car is accompanied by a family and some sort of summer activity gear such as a canoe or boat raft. The ad then switches to some text about Hyundai's summer sales event and its prices.","Increase awareness of product/brand, Change what consumers know about the product/brand, Directly persuade consumers to purchase",4,3,None,"The brand in this ad was Hyundai and they are advertising their summer sales event for all their 2018 models. In an all white background, different 2018 Hyundai model cars are displayed. Each car is accompanied by a family and some sort of summer activity gear such as a canoe or boat raft. The ad then switches to some text about Hyundai's summer sales event and its prices. Throughout the ad their is funky upbeat music in the background and halfway through it a voice-over comes on and explains the sales event. ",None,1825984.mp4
5/23/2024 18:11:30,1825984,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Joy,Yes,Yes,No,No,No,No,No,N/A,No,Yes,No,No,na,"Different HYUNDAI car models are shown with a family interacting with it ex. in one scene they open/close doors, in another scene, they enter/exit the vehicles.","Increase awareness of product/brand, Directly persuade consumers to purchase",5,5,na,"The brand is HYUNDAI and the product is Tucson, santa fe sport, e.t.c. The different car models are shown with a family interacting with it ex. in one scene they open/close doors, in another scene, they enter/exit the vehicles.The voice over mentions select suv's starting around 20k.",na,1825984.mp4
5/18/2024 3:19:13,1913310,No,No,Yes,No,No,Yes,No,Yes,"Yes, both",Yes,No,Yes,Desire,No,Yes,No,No,No,Yes,No,N/A,Yes,Yes,No,No,N/A,They compare a Kia Forte drift car to their redesigned 2019 Kia Forte. They show that the redesign Kia Forte is as fast and efficient as their drift car and has a smart trunk.,"Increase awareness of product/brand, Directly persuade consumers to purchase",2,2,N/A,Forte is advertising their redesigned Kia Forte car. It's set at a race track where you can see the redesigned Kia Forte and the drift Kia Forte race around. Their is no background music however you can hear the Kia rev and drift around the track. The voice over introduces the two cars and their significant aspects.,No,1913310.mp4
5/21/2024 23:21:14,1913310,No,No,Yes,No,No,No,No,Yes,"Yes, visual",Yes,Yes,Yes,"Amusement, Joy, Surprise",No,No,No,No,No,Yes,No,N/A,No,No,No,No,None,"Two KIA Forte's are racing toward one another. One is decked out as racecar and the other is simply the 2019 model that is moving at the same speed at the other. They both come to halting stop before collision, and a lady steps out of the car to showoff the 2019 model's smart trunk feature.","Increase awareness of product/brand, Change what consumers know about the product/brand, Change how consumers feel about the product/brand, Directly persuade consumers to purchase, Make consumers feel good about their purchase",4,3,"""Unruled""","The brand in this ad is Kia and they are advertising the all-new 2019 Kia Forte vehicle. Two KIA Forte's are racing toward one another on an open track potentially at an airport field. One is decked out as racecar with decals and a Redbull sponsor and the other is simply the 2019 model that is moving at the same speed as the other. They both come to halting stop before collision, and a lady steps out of the car to showoff the 2019 model's smart trunk feature.",None,1913310.mp4
5/23/2024 18:39:15,1913310,No,No,Yes,Yes,Yes,No,No,Yes,"Yes, both",Yes,Yes,Yes,"Joy, Desire",Yes,Yes,Yes,Yes,No,Yes,No,N/A,Yes,Yes,No,No,na,"In this ad, the kia drift car is first shown driving. Then the redesign 2019 kia forte is shown in action.",Increase awareness of product/brand,5,5,na,"The brand is kia, and the product is the Forte. In this ad, the kia drift car is first shown driving. Then the redesign 2019 kia forte is shown in action. The voice over makes remarks about the 2019 version having automatic smart trunks.",na,1913310.mp4
5/17/2024 21:48:56,1913929,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,"Amusement, Joy",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,n/a,The ad shows off guards of people taking pictures where it comes out blurry or not capturing the full effect. It encourages viewers to try the top-shot camera on Pixel 3.,Directly persuade consumers to purchase,3,3,n/a,"The ad shows candid pictures in each clip of people attempting to take a photo, but the picture comes out without a posed appearance. It shows the ability to fix that with the use of topshop on the Pixel 3, which allows you to edit to the recommended picture. Jazz music plays in the background with lyrics of ""Let me try again, let me try once more.""    ",n/a,1913929 mp4
5/20/2024 17:28:54,1913929,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,"Amusement, Joy, Pride, Desire",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,N/A,In this ad we see instances of people taking pictures of themselves. However the images that come out are not so good looking because of situations where the character is caught blinking or some unforeseen circumstance interrupts a good photo.,"Increase awareness of product/brand, Change what consumers know about the product/brand, Increase consumer loyalty to the product/brand, Make consumers feel good about their purchase",5,5,N/A,"Brand/Product Identification: Google Pixel 3 smartphone

Visual Elements: Characters shooting selfies or pictures of others, phone editing capabilities of the google pixel 3.

Auditory elements: simple sound effects, upbeat classical music.",N/A,1913929.mp4
5/24/2024 4:06:52,1913929,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,"Amusement, Desire, Curiosity",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,n/a,We watch multiple people capture the worst shots in their photos. But with the Pixel 3 and Top Shot you're able to look through the frames and choose a better and more clearer photo. ,"Increase awareness of product/brand, Change what consumers know about the product/brand, Change how consumers feel about the product/brand, Directly persuade consumers to purchase, Increase consumer loyalty to the product/brand",4,4,n/a,"Google is advertising their Pixel 3 and their TopShot feature. We watch many failed photos and they all seem like that can't be fixed, but then we see TopShot and you can scroll through the different frames to find a good photo. The music adds onto the humor of the  failed photos. The song keeps saying ""Let me try again, let me try once more"", because the photos that were taken were bad.",no,1913929.mp4
5/17/2024 23:05:13,1930720,Yes,Yes,Yes,No,No,Yes,No,Yes,"Yes, both",Yes,Yes,Yes,"Amusement, Joy, Caring, Pride",Yes,Yes,No,No,Yes,Yes,No,N/A,Yes,Yes,No,No,N/A,The ad starts with the song Cadillac being played with someone driving a Cadillac. The person drives and meets up with a few friends who get into the car and the atmosphere just skyrockets. This then happens again when she and her friends look like they are going out to party.,"Increase awareness of product/brand, Directly persuade consumers to purchase",4,3,N/A,Cadillac is prompting there new 2019 XT4. The setting takes place in the car for the majority of the ad but we are also shown the car driving around and picking up their different friends. The music played in the advisement is Cadillac which is very fitting for the car brand to use. ,N/A,1930720 MP4
5/23/2024 23:49:43,1930720,No,No,Yes,No,No,No,No,Yes,"Yes, both",Yes,Yes,Yes,Joy,Yes,Yes,Yes,No,No,Yes,No,N/A,Yes,Yes,No,No,none,Cadillac 2019 XT4,"Increase awareness of product/brand, Directly persuade consumers to purchase",4,4,NONE,"1. Cadillac their car model: 2019 XT4
2. people are on roller blades skating in the streets next to the car. They are dancing and are happy and they end up switching positions with the people who were riding Cadillac.
3. They are playing Bang Bang which is a up beat popular pop song. ",no,1930720
5/27/2024 3:21:50,1930720,No,No,No,No,No,No,No,Yes,"Yes, both",Yes,Yes,Yes,"Amusement, Joy",Yes,Yes,No,Yes,No,Yes,No,N/A,Yes,Yes,No,No,N/A,The ad shows the driver driving the car. It then got other people that may possibly be friends in the car as well. This may be to emphasize the pure joy of driving. ,"Change what consumers know about the product/brand, Change how consumers feel about the product/brand, Increase consumer loyalty to the product/brand, Make consumers feel good about their purchase",4,4,Driving is joyful,"The product here is XT4 from Cadillac. The settings takes place on the street with a woman driving the XT4. As the woman drives through the streets, more people joined in. There is a voice over and the song Bang Bang in the background. ",N/A,1930720.mp4
5/20/2024 17:34:36,1934234,No,No,No,No,Yes,No,No,No,"Yes, both",No,Yes,Yes,"Caring, Pride, Gratitude",Yes,Yes,No,No,No,No,No,N/A,Yes,Yes,No,No,N/A,During this ad a father and his daughter are watching a baseball game. A narrator in the background mentions how family plans are 50% off if somebody has served in the US Millitary.,"Increase awareness of product/brand, Change what consumers know about the product/brand, Change how consumers feel about the product/brand, Directly persuade consumers to purchase, Increase consumer loyalty to the product/brand, Make consumers feel good about their purchase",4,4,N/A,"Brand: T-Mobile Family Plan Line

Visual Elements: Baseball stadium setting, Characters including a father, grandfather, and daughter, text graphic of the deal that takes up entire screen.

Auditory Elements: Narration, Catchy uplifting background music, ballpark announcer that pays respects to veterans over an intercom",N/A,1934234.mp4
5/24/2024 4:13:27,1934234,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,"Joy, Caring, Pride, Desire, Curiosity, Gratitude, Surprise",Yes,Yes,Yes,No,Yes,Yes,No,N/A,No,Yes,Yes,No,n/a,T-Mobile revealed that they're offering 50% off of family lines to veterans and vets. We watch during the ad as a military man took his dad and daughter to a baseball game where they were cheered for by the baseball players and audience. ,"Increase awareness of product/brand, Change what consumers know about the product/brand, Change how consumers feel about the product/brand, Directly persuade consumers to purchase, Increase consumer loyalty to the product/brand, Make consumers feel good about their purchase",4,4,Are you with us?,T-Mobile is advertising that they're offering 50% off of family lines to veterans and vets. The ad starts off at a baseball game and a man in the military took his father and daughter. At the game you can hear cheering when they ask veterans and military members to stand up. The music was very sentimental and calming.  ,no,1934234.mp4
5/24/2024 21:08:47,1934234,No,No,Yes,No,Yes,No,No,Yes,"Yes, both",Yes,Yes,No,,N/A,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,No,n/a,It showed a dad using his phone to record during a baseball game. Then in the stadium it says all millitary fans please stand and then main family stood up.,"Directly persuade consumers to purchase, Increase consumer loyalty to the product/brand, Make consumers feel good about their purchase",4,4,Are you with us,"1. T-mobilie and they are advertising their mobile services
2.The military family is at a baseball game and the father is using a phone taking a video using t-mobile service
3. You can here the crowd cheering.",no,1934234
5/21/2024 23:31:51,1942611,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Caring,No,Yes,No,No,No,No,No,N/A,No,Yes,No,No,None,"An employee named Tanya who works in the network operations center for Comcast, shares her story of how caring Xfinity is and how she is able to contribute that same nature into her work and personal life. The ad takes a quick look into her at home life, her daily duties, and personal time to show how hard-working she is because of the chance that Xfinity took on hiring her.","Increase awareness of product/brand, Increase consumer loyalty to the product/brand, Make consumers feel good about their purchase",4,4,"""The future of awesome""","The brand in this ad is Comcast and they are advertising Xfinity. An employee named Tanya who works in the network operations center for Comcast, shares her story of how caring Xfinity is and how she is able to contribute that same nature into her work and personal life. The ad quickly shows pieces of her life like her sitting at the kitchen table, and sitting behind the desk at the operations center. Tanya voices-over the entire ad with calm music in the background. ",None,1942611.mp4
5/23/2024 20:24:53,1942611,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,"Amusement, Joy",Yes,Yes,No,No,No,No,No,N/A,No,No,No,No,n/a,A lady who works at x finity comcast talks about the benefits of working there. She said that they look out for her and help her grow her career.,Increase awareness of product/brand,5,5,the future of awesome,The brand is xfiniy and the product is comcast. A lady who works at x finity comcast talks about the benefits of working there. She said that they look out for her and help her grow her career. The Auditory elements are the dialogue from the lady talking about her positive experience working for xfinity.,na,1942611.mp4
5/24/2024 17:38:46,1942611,No,No,No,No,No,No,No,No,No,Yes,Yes,No,,N/A,Yes,No,No,Yes,No,No,N/A,No,No,No,No,N/A,"A grown up lady and a young male adult were sitting at a table doing some work on their laptops. In another scene she started talking about finding a company who believes in her, looks out for her and helps her grow her career while wearing an Xfinity t-shirt.  She described her job at Comcast and the scenes showed multiple employees at work.","Increase awareness of product/brand, Increase consumer loyalty to the product/brand",3,4,"Simple, Easy and Awesome and the future of awesome","The company being advertised is Comcast. The woman in the video is an employee of Comcast and is wearing an Xfinity Tshirt. She introduces herself as Tanya and describes her role at Comcast which is to constantly monitor the network, prevent problems, and to help provide the most reliable service possible. There are other characters on screen which seem to also be Comcast employees at work. At the end of the video, an Xfinity logo is shown with the slogan ; ""the future of awesome""  followed by a Comcast logo",N/A,1942611.mp4
5/17/2024 23:42:41,1942695,Yes,Yes,Yes,No,Yes,Yes,No,Yes,"Yes, visual",No,Yes,Yes,"Amusement, Desire",Yes,Yes,No,No,Yes,Yes,No,N/A,No,No,No,No,n/a,The ad shows a woman sport's fan who uses NBA league pass. This offers her a way to be a pro sports fan and watch games/track scores for a low price.,"Directly persuade consumers to purchase, Make consumers feel good about their purchase",4,3,n/a,Comcast Xfinity advertises their NBA league pass using a woman as a sports enthusiast. Intense NBA music plays in the background while a commentator does a voiceover describing what the pass offers for basketball fans. There are also visuals of the use of the pass and text on the screen that emphasize her status as a pro-fan. ,n/a,1942695 mp4
5/24/2024 19:19:11,1942695,Yes,Yes,Yes,Yes,No,Yes,No,Yes,"Yes, visual",Yes,Yes,Yes,Curiosity,Yes,No,Yes,No,No,Yes,No,N/A,No,No,No,No,N/A,There's a woman with a spot light on her. The narrator started off by describing her as an unstoppable force. He describes her as a professional basketball player watcher. He talks about how successful she is with Xfinity X1 and what she uses the product for. There are also snippets of basket ball games with the stats. ,Directly persuade consumers to purchase,2,2,the future of awesome,"The ad is for Xfinity and the product Is Xfinity X1 from Comcast. In this ad, a woman uses Xfinity to get NBA league pass for a great price and she is able to watch all game, track scores and stats . The price for this product is 4 payment of $49.75 if ordered before December 12th.",N/A,1942695.mp4
5/25/2024 15:50:04,1942695,Yes,Yes,Yes,No,Yes,Yes,No,Yes,"Yes, both",No,Yes,Yes,"Joy, Desire",No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,n/a,Xfinifty talks about how you can become the best Pro fan to your favorite team. Xfinity allows you to track all the scores and states and watch all the current games.,"Increase awareness of product/brand, Directly persuade consumers to purchase, Increase consumer loyalty to the product/brand",4,4,The future of awesome ,Xfinity is advertising their league pass. They start off the ad with a silhouette of a woman which makes her look important but we then learn she's just a fan. The narrator hypes up this woman and talks about how she never misses the games. While the narrator talks about the features of the app we see shots and stats of the basketball games. ,no,1942695.mp4
5/18/2024 3:35:01,1951792,No,No,No,No,No,No,No,Yes,"Yes, both",Yes,No,Yes,"Desire, Curiosity",No,Yes,No,No,Yes,Yes,No,N/A,No,Yes,No,No,N/A,In this ad we met people who were showing off their new Buick. Their SUV was bigger than the original car and more practical. ,"Increase awareness of product/brand, Directly persuade consumers to purchase",3,3,n/a,Buick is advertising their new line. There's multiple settings like a date night and kids after a lacrosse match; this can appeal to multiple audiences. The music is upbeat which adds to the summer/sunny setting of the ad and the people shown are relatable.  ,no,1951792.mp4
5/23/2024 20:58:03,1951792,Yes,Yes,Yes,No,Yes,Yes,No,Yes,"Yes, both",Yes,Yes,Yes,"Amusement, Joy",Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,na,"In the ad, different scenes are shown where a group of characters point out someones buick. For example, some kids playing sports make a comment about their friend's mum's buick car.",Increase awareness of product/brand,5,5,na,"The brand is buick, and the model is the encore. The visuals just show people making comments about the buick encore. There is a group of kids that admire the car,a dn then in another scene, there is a couple that admires the car too.",na,1951792.mp4
5/27/2024 10:35:34,1951792,No,No,Yes,No,Yes,No,No,Yes,"Yes, both",Yes,Yes,No,,N/A,No,No,No,No,No,No,N/A,No,No,No,No,N/A,The ad seems to be emphasizing the new Buick line. It does this by making a comparison with the old Buick models to the newer lines.,"Change what consumers know about the product/brand, Change how consumers feel about the product/brand",4,4,N/A,The brand Buick doesn't advertise a specific model but instead is advertising the entire new Buick line. The ad has multiple scenes where couples or people will mistake the old Buick as the new Buick. This is done through dialogue and a little sound effects.,N/A,1951792.mp4
5/17/2024 23:50:32,1958530,Yes,Yes,Yes,Yes,Yes,No,No,Yes,"Yes, both",Yes,Yes,Yes,Desire,Yes,Yes,No,No,Yes,No,No,N/A,No,No,No,No,n/a,"The ad encourages viewers to join Planet Fitness to find their ""happy pace."" It gives an incentive to do 25 cents down with $10 a month with zero commitment. ","Directly persuade consumers to purchase, Make consumers feel good about their purchase",4,3,"""judgement free zone""","Planet Fitness is having a limited time offer for people to join with 25 cents down for $10 a month with no commitment. The ad shows consumers in the gym cheerfully taking advantage of the opportunity. There is an intense workout beat in the background. There is a voiceover along with yellow, bold, and white text that emphasizes the limited time and low cost.  ",n/a,1958530 MP4
5/21/2024 23:40:43,1958530,No,Yes,Yes,Yes,Yes,No,No,Yes,"Yes, both",Yes,Yes,Yes,"Amusement, Joy, Caring, Pride, Curiosity",No,No,No,No,Yes,No,No,N/A,No,No,No,No,None,"The ad showcases the services and amenities of a PlanetFitness gym. From employees helping newcomers sign-up to personal training tips for starters or regulars, all can be seen within the inside of the gym. The","Increase awareness of product/brand, Directly persuade consumers to purchase, Make consumers feel good about their purchase",3,3,"""Judgement free zone""",The brand in this ad is Planet Fitness and they are advertising their membership discount offer. Employees can be seen helping visitors with signing up or getting started on machines as the ad takes us through wide shots of the gym and people exercising. Large yellow and white text pops up in the middle of the ad to emphasize the cheap price and no commitment policy that they currently have. There is a voice-over describing the discount offer with electric dance music playing in the background.,None,1958530.mp4
5/24/2024 19:53:04,1958530,Yes,Yes,Yes,Yes,Yes,No,No,No,"Yes, both",Yes,Yes,No,,N/A,No,No,No,Yes,Yes,No,N/A,No,No,No,No,N/A,"In the ad, many characters are shown; some are employees of Planet fitness and are helping customers with equipment and explaining things to them, there are also multiple people working out in the planet fitness gym. ","Increase awareness of product/brand, Directly persuade consumers to purchase",4,4,Judgement free zone,"This ad is for planet fitness. The product is their membership which is advertised as $0.25 down and $10 per month with no commitment.  The ad is made inside a Planet fitness gym and shows different people of all ages, gender and ethnicities working out. The narrator tells customers to hurry because the $0.25 down sale ends on November 14th. In the voice overs, narrators repeat ""join now"" numerous times. ",N/A,1958530.mp4
5/18/2024 18:14:35,1958838,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Amusement,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,n/a,"The ad shows a family taking a test drive in a Mitsubishi vehicle along with the sales' person's daughter. The daughter raps about the 2019 Mitsubishi outlander and the features of the sound system, 3rd row seats, and mirror blind spots. ",Directly persuade consumers to purchase,3,4,drive your ambition ,"Mitsubishi promotes the 2019 outlander and the season-ending sale. The salesperson's daughter raps while a beat plays in the background. She talks about the sound system, 3rd-row seats, and mirror blind spots as white text shows on the screen in emphasis. The text at the end explains the season-ending sale and the incentives of receiving cashback and the chance to win an Eclipse Cross or a trip to Las Vegas if you test drive a vehicle. ",n/a,1958838 MP4
5/20/2024 17:40:15,1958838,No,No,Yes,No,No,No,No,Yes,"Yes, verbal",Yes,Yes,Yes,"Amusement, Joy, Pride, Desire",No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,N/A,"In this ad a couple wants to test drive a car. The dealership salesman agrees on the condition that he could bring his daughter. Once all parties agree, the ride is fun due to the daughter singing about the new Mitsubishi. ","Increase awareness of product/brand, Directly persuade consumers to purchase",3,3,Drive Your Ambition,"Brand/Product: Mitsubishi Outlander 2019

Visual Elements: Car Dealership, suburban setting, all characters in the car, graphics displaying price of car.

Auditory Elements: Character dialogue, daughter singing with the music, narrator going over price and conditions",N/A ,1958838.mp4
5/25/2024 16:00:53,1958838,No,No,No,No,Yes,No,No,Yes,"Yes, both",Yes,No,Yes,"Amusement, Joy, Desire",No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Lay Lay,LayLay and some families test drove the 2019 Mitsubishi Outlander. While they were driving she rapped about the features of the car. ,"Increase awareness of product/brand, Directly persuade consumers to purchase",3,3,Drive your ambitions,Mitsubishi is advertising their 2019 Outlander. We start the ad in the dealership and families take a test drive with LayLay. We see nice shots of the car while they're on the road. Lay Lay rapped about the features of the Mitsubishi. The voice over afterwards spoke really quickly about the pricing of the car.,It's hard for viewers to know that they're having a sale because the clip is really short and the narrator speaks to quickly.,1958838.mp4
5/20/2024 17:44:54,1959692,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,"Amusement, Joy",Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,N/A,"A boy is wandering through a shop wondering what cookie to get Santa. He eventually buys him a big cookie jar, much to Santa's amusement. ","Increase awareness of product/brand, Directly persuade consumers to purchase",2,2,Gift Thoughtfully,"Brand: World Market

Visual Elements: Store setting, home setting, text of slogan over the ad before it cuts to logo

Auditory Elements: Boy's thoughts are played through his voice, ""Santa Clause is coming to town"" song performed by Jessie J",N/A,1959692.mp4
