Timestamp,creative_data_id,"Is there a call to go online (e.g., shop online, visit the Web)? ","Is there online contact information provided (e.g., URL, website)? ","Is there a visual or verbal call to purchase (e.g., buy now, order now)?","Does the ad portray a sense of urgency to act (e.g., buy before sales end, order before it ends)? ","Is there an incentive to buy (e.g., a discount, a coupon, a sale, or 'limited time offer')? ","Is there offline contact information provided (e.g., phone, mail, store location)?",Is there mention of something free? ,"Does the ad mention at least one specific product or service (e.g., model, type, item)? ",Is there any verbal or visual mention of the price?,"Does the ad show the brand (logo, brand name) or trademark (something that most people know is the brand) multiple times?

For example, Nike ads often have the ""swoosh"" logo prominently displayed on shoes and apparel worn by celebrity athletes. The ""Just Do It"" slogan is another Nike trademark frequently included.",Does the ad show the brand or trademark exactly once at the end of the ad?,"Is the ad intended to affect the viewer emotionally, either with positive emotion (fun, joy), negative emotion (sad, anxious) or another type of emotion? (Note: You may not personally agree, but assess if that was the intention.)","If ""yes"" to the above, which of the following emotions is closest to the emotion that the ad was intending the viewer to feel? (Select all that apply.)","If yes to the above, did the ad successfully affect you emotionally, as intended?",Does the ad give you a positive feeling about the brand? ,"Does the ad have a story arc, with a beginning and an end? ","Does the ad have a reversal of fortune, where something changes for the better, or changes for the worse?",Does the ad have relatable characters? ,Is the ad creative/clever?,"Is the ad intended to be funny? (Note: You may not personally agree, but assess if that was the intention.)","If yes to the above, was the ad successfully funny, as intended?","Does this ad provide sensory stimulation (e.g., cool visuals, arousing music, mouth-watering)? ",Is the ad visually pleasing?,"Does the ad have cute elements like animals, babies, animated, characters, etc?",Was there a famous person in this ad? ,"If yes to the above, write the name of the famous person, if known.",What happened in this ad? (Answer in 2-3 sentences each),What was/were the company's goal(s) with this ad? Choose (potentially multiple) from:,How successful was the ad in achieving its goal(s)?,"How much did you like the ad? (1. Strongly dislike, 2. Dislike, 3. Neither Like or Dislike, 4. Like, 5. Strongly Like)","What was the slogan presented in the ad, if any?","After addressing the specific survey items, write a general description of the ad. You can use answers to the questions above to formulate your answer. Your description should include:
Brand and Product Identification: 
Specify the brand and whether a product is being advertised. (1 sentence)
Visual Elements: Describe what is seen on the screen, including setting, characters, and any text or graphics. (max 2 sentences)
Auditory Elements: Note what is heard, such as dialogue, voice-over, music, or sound effects. (max 2 sentences)
",Any additional feedback or things we should be aware of? ,Please enter the video identifier one more time (e.g. 123456789.mp4),creative_data_title,creative_data_description,creative_data_duration,creative_data_lifetime_spend_estimated,creative_data_lifetime_airings_count,creative_data_airing_date_first_et,creative_data_airing_date_last_et,speech,speech_normalized,video_file
5/26/2024 10:43:32,2188255,0,0,0,0,0,0,0,0,0,0,1,1,Amusement,No,0,0,0,0,0,1,No,0,0,0,No,,There are customer service agents sitting at their desks answering calls.  A guy is speaking with someone on the phone and he tells them he got their credit card approval. He gets excited and starts hitting a red buzzer on his desk. In another scene there are clips of hockey matches.,Increase awareness of product/brand,1,1,The savings never left,"The brand is Geico. The setting includes typical office elements, and the GEICO logo appears at the end of the ad. Throughout the commercial, there is text on the screen that says ""Geico"" and ""Proud Partner of the NHL.",,2188255.mp4,30s Buzzer - 2188255,"While at his job as a call center salesman, this man celebrates each sale by pressing a button that blares the siren of a hockey goal. Though his coworkers may find his enthusiasm obnoxious, GEICO shares in his celebration at the return of hockey season. GEICO wants to remind fans that even though hockey is back, the savings on insurance never left.",30,1110705.88,197,2019-04-02T22:25:52-04:00,2020-03-28T01:36:30-04:00,"Ok. Just got your credit card approval and two waterless water fryers should be at your doorstep tomorrow morning. All right. Enjoy William. I better not hear that again. William. Don't you touch it again? Um Here, the savings never left Geico proud partner of the NHL.",ok just got your credit card approv and two waterless water fryer should be at your doorstep tomorrow morn all right enjoy william i better not hear that again william dont you touch it again um here the save never left geico proud partner of the nhl,E:\Documents\Prof_Docs\DATA analysis test\Round 2 Docs\sample\sample\2188255.mp4
5/23/2024 9:21:41,2194673,0,0,1,0,1,0,0,1,0,1,0,1,Amusement,Yes,0,1,0,1,1,1,Yes,0,0,1,No,,The ad portrays a statefarm customer who has been using their drive safe and safe discount on multiple occasions. ,"Increase awareness of product/brand, Directly persuade consumers to purchase, Increase consumer loyalty to the product/brand, Make consumers feel good about their purchase",4,4,,"Statefarm advertises their drive safe and save app, which offers a discount to customers who drive safely. It shows a customer who has been driving vigilantly in three different scenarios despite there being some sort of urgency. The statefarm audio plays at the beginning of the ad, along with their logo. At the end of the ad, it shows the mobile app along with a voiceover explaining the possible discounts that consumers can save. ",,2194673 MP4,30s Kim's Discount - 2194673,"Kim is going for the State Farm Drive Safe & Save Discount using the app. She says she's been vigilant in refusing to speed even when meetings are starting, she needs to use the restroom or when she is even going into labor.  She refuses to let anybody mess with her discount. State Farm says you can get a discount of up to 30 percent.",30,29789808.73,13949,2019-04-06T22:19:06-04:00,2020-08-04T18:42:50-04:00,"So Kim, you going for a big drive safe and save discount. Yep. Using the app. I've been quite vigilant. Sharon says step on it. The meeting started. Ok, write her back, dear Sharon. Don't mess with my discount. I do too, honey. But we're gonna hold it for mommy's discount. Easy, easy. But you're in labor. Don't mess with my discount. Get a discount up to 30% with Drive Safe and save from State Farm.",so kim you go for a big drive safe and save discount yep use the app ive been quit vigil sharon say step on it the meet start ok write her back dear sharon dont mess with my discount i do too honey but were gonna hold it for mommi discount easi easi but your in labor dont mess with my discount get a discount up to 30 with drive safe and save from state farm,E:\Documents\Prof_Docs\DATA analysis test\Round 2 Docs\sample\sample\2194673.mp4
5/23/2024 18:41:48,2194673,0,0,0,0,1,0,0,1,0,1,1,1,"Amusement, Joy",No,1,0,0,1,1,1,No,0,0,0,No,,"A woman enters a State Farm office gleaming with pride as she saved up her discount on her insurance because of how careful she was while driving. Her efforts are displayed through multiple scenarios of being in a car where the lady is being rushed like being late to a meeting, her child having to use the bathroom, and going into labor. ","Increase awareness of product/brand, Change what consumers know about the product/brand, Increase consumer loyalty to the product/brand",3,3,"""Here to help life go right.""","The brand in this ad State Farm and they are advertising their Drive Safe & Save discount. In the ad they have a main lead actress speaking with a State Farm employee, her coworkers, her child, and her husband. At the end of the ad, it displays a red background with the logo in white text and an animated phone showing the State Farm app. There are only two auditory elements in the ad, mainly the dialogue of all the characters interacting with the main lead and the voice-over describing the discount promotion.",,2194673.mp4,30s Kim's Discount - 2194673,"Kim is going for the State Farm Drive Safe & Save Discount using the app. She says she's been vigilant in refusing to speed even when meetings are starting, she needs to use the restroom or when she is even going into labor.  She refuses to let anybody mess with her discount. State Farm says you can get a discount of up to 30 percent.",30,29789808.73,13949,2019-04-06T22:19:06-04:00,2020-08-04T18:42:50-04:00,"So Kim, you going for a big drive safe and save discount. Yep. Using the app. I've been quite vigilant. Sharon says step on it. The meeting started. Ok, write her back, dear Sharon. Don't mess with my discount. I do too, honey. But we're gonna hold it for mommy's discount. Easy, easy. But you're in labor. Don't mess with my discount. Get a discount up to 30% with Drive Safe and save from State Farm.",so kim you go for a big drive safe and save discount yep use the app ive been quit vigil sharon say step on it the meet start ok write her back dear sharon dont mess with my discount i do too honey but were gonna hold it for mommi discount easi easi but your in labor dont mess with my discount get a discount up to 30 with drive safe and save from state farm,E:\Documents\Prof_Docs\DATA analysis test\Round 2 Docs\sample\sample\2194673.mp4
5/26/2024 11:25:01,2194673,0,0,0,0,1,0,0,1,0,1,1,1,Amusement,No,1,0,0,1,1,1,Yes,0,1,1,No,,"In the ad, people are being asked to drive faster and they respond by saying ""dont mess with my discount"" ","Increase awareness of product/brand, Increase consumer loyalty to the product/brand",4,4,Here to help life go right.,"The ad is for Statefarm and the product is their Drive Safe and Save discount. In the ad, a man named Ken is about to go for a drive. His wife, Sharon, reminds him to drive safe so they can get a discount on their insurance. Ken assures her that he will drive vigilantly. However, Sharon starts texting him while he is driving, urging him to go faster because she is in labor. The ad ends with a message saying that you can get a discount up to 30% with Drive Safe and Save from State Farm, but warns viewers not to mess with their discount by driving recklessly",,2194673.mp4,30s Kim's Discount - 2194673,"Kim is going for the State Farm Drive Safe & Save Discount using the app. She says she's been vigilant in refusing to speed even when meetings are starting, she needs to use the restroom or when she is even going into labor.  She refuses to let anybody mess with her discount. State Farm says you can get a discount of up to 30 percent.",30,29789808.73,13949,2019-04-06T22:19:06-04:00,2020-08-04T18:42:50-04:00,"So Kim, you going for a big drive safe and save discount. Yep. Using the app. I've been quite vigilant. Sharon says step on it. The meeting started. Ok, write her back, dear Sharon. Don't mess with my discount. I do too, honey. But we're gonna hold it for mommy's discount. Easy, easy. But you're in labor. Don't mess with my discount. Get a discount up to 30% with Drive Safe and save from State Farm.",so kim you go for a big drive safe and save discount yep use the app ive been quit vigil sharon say step on it the meet start ok write her back dear sharon dont mess with my discount i do too honey but were gonna hold it for mommi discount easi easi but your in labor dont mess with my discount get a discount up to 30 with drive safe and save from state farm,E:\Documents\Prof_Docs\DATA analysis test\Round 2 Docs\sample\sample\2194673.mp4
5/20/2024 17:54:27,2205093,0,0,0,0,0,0,0,0,0,1,1,1,"Amusement, Joy, Pride, Desire, Curiosity",Yes,1,0,0,0,0,0,,1,1,0,Yes,Unknown,Fans from all over the country are heading to Minneapolis for the NCAA Final Four event. Many instances of people drinking coca-cola. There is also recurring clips of a pop star singing in a concert venue.,"Increase awareness of product/brand, Change what consumers know about the product/brand, Change how consumers feel about the product/brand, Directly persuade consumers to purchase, Increase consumer loyalty to the product/brand, Make consumers feel good about their purchase",4,3,,"Brand: Coca-Cola

Visual Elements: Many different characters enjoying coca-cola and the NCAA environment in Minneapolis. A famous popstar 

Auditory: Pop Music, can of coke being opened",,2205093.mp4,30s NCAA Final Four - 2205093,"The Jonas Brothers perform their song ""Cool"" during the Final Four concert for NCAA March Madness sponsored by Coca-Cola. People enjoy drinking their Coca-Cola drinks and posing in front of themed backdrops and photo ops while on their way to the game and concert.",30,4666.89,23,2019-05-07T18:59:22-04:00,2021-07-14T14:56:45-04:00,Lady a?,ladi a,E:\Documents\Prof_Docs\DATA analysis test\Round 2 Docs\sample\sample\2205093.mp4
5/24/2024 21:32:39,2205093,0,0,0,0,0,0,0,0,0,1,1,0,"Amusement, Joy",Yes,1,0,0,0,1,0,,1,1,1,Yes,The Jonas brothers,Nick Jonas is singing and you see him performing at a concert. Then it shows random scenes of random people during different occasions like graduation drinking coco cola. ,"Increase consumer loyalty to the product/brand, Make consumers feel good about their purchase",5,4,none,"1. Coca-Cola and they are just promoting their product.
2. The Jonas Brothers on stage performing, normal people doing activities like taking selfies and drinking Coca-Cola.
3. You hear Jonas Brothers' song.",no,2205093,30s NCAA Final Four - 2205093,"The Jonas Brothers perform their song ""Cool"" during the Final Four concert for NCAA March Madness sponsored by Coca-Cola. People enjoy drinking their Coca-Cola drinks and posing in front of themed backdrops and photo ops while on their way to the game and concert.",30,4666.89,23,2019-05-07T18:59:22-04:00,2021-07-14T14:56:45-04:00,Lady a?,ladi a,E:\Documents\Prof_Docs\DATA analysis test\Round 2 Docs\sample\sample\2205093.mp4
5/25/2024 16:37:06,2205093,0,0,0,0,0,0,0,0,0,1,0,0,,,1,0,0,0,1,0,,1,1,0,Yes,Jonas Brothers,You watch the Jonas Brothers perform at the Final Four. During the ad you can see shots of people holding Coke or the Coca Cola brand in the arena. ,Directly persuade consumers to purchase,4,4,,Coca Cola is advertising their brand. The ad is set at the Final Four where the Jonas Brother's perform. You can see shots of people holding the Coca Cola and you can see the logo appear every now and then in the concert arena. The audio is only of the Jonas brother's singing at the concert. ,,2205093.mp4,30s NCAA Final Four - 2205093,"The Jonas Brothers perform their song ""Cool"" during the Final Four concert for NCAA March Madness sponsored by Coca-Cola. People enjoy drinking their Coca-Cola drinks and posing in front of themed backdrops and photo ops while on their way to the game and concert.",30,4666.89,23,2019-05-07T18:59:22-04:00,2021-07-14T14:56:45-04:00,Lady a?,ladi a,E:\Documents\Prof_Docs\DATA analysis test\Round 2 Docs\sample\sample\2205093.mp4
5/23/2024 9:36:10,2218186,1,0,0,0,1,0,0,1,1,1,1,1,Desire,Yes,1,0,0,1,0,1,Yes,1,0,0,No,,"The ad shows a little Caesars customer trying a new item on the menu on his food review platform. He explains the way the pizza is made, which makes it different and enjoyable. ","Increase awareness of product/brand, Directly persuade consumers to purchase",4,4,Pizza! pizza!,Little Caesars presents their new pepperoni bacon-wrapped deep-deep dish with a customer doing a food review in their car. He shows visuals of the pizza and explains how it is covered in crispy pepperoni bacon. There are auditory elements of the customer expressing his exhilaration. There are textual visuals along with a voiceover at the end of the ad that show and explain the pizza up close and the price.,,2218186 MP4,30s Daym Drops: Oh Baby! - 2218186,"Daymon Patterson, YouTube's ""Daym Drops"" food critic, reviews the Bacon-Wrapped Deep! Deep! Dish Pepperoni and Bacon pizza. It's good enough to make him scream.",30,74679.67,38,2019-04-19T13:11:03-04:00,2019-04-21T23:49:42-04:00,"Introducing. 000, baby. This bacon is crispy. They've actually taken pieces of the regular strips of bacon and sprinkled it all over the pizza plan and the bacon is not fake and all, all pizza should have extra crispy bacon. Get a large hot and ready bacon wrapped, deep, deep dish, pepperoni and bacon pizza for just 12 bucks. Try our convenient app and a pizza portal. Pick up pizza pizza.",introduc 000 babi thi bacon is crispi theyv actual taken piec of the regular strip of bacon and sprinkl it all over the pizza plan and the bacon is not fake and all all pizza should have extra crispi bacon get a larg hot and readi bacon wrap deep deep dish pepperoni and bacon pizza for just 12 buck tri our conveni app and a pizza portal pick up pizza pizza,E:\Documents\Prof_Docs\DATA analysis test\Round 2 Docs\sample\sample\2218186.mp4
5/23/2024 19:08:16,2218186,1,0,0,0,0,0,0,1,1,0,1,1,"Amusement, Joy, Curiosity",Yes,1,0,0,0,1,1,Yes,1,1,0,Yes,Daymond Peterson,"An intro a food review channel plays, as Daym Drops enters into frame sitting in his car with excitement over the bacon wrapped Little Caesars pizza. The ad then cuts to a close-up on the new pizza product behind an orange background.","Increase awareness of product/brand, Change what consumers know about the product/brand, Directly persuade consumers to purchase",3,4,,"The brand in this ad is Little Caesars Pizza and they are advertising their new bacon wrapped deep dish pizza. The ad shows a an intro to a Youtube food review channel, DaymDrops, where Daymond Peterson films his reaction to the new pizza product. Then the ad cuts to an orange background with close-ups and slow-mo shots of the pizza and medium sized white text. The only auditory elements are the dialogue from Daymond, the voice-over, and music at the end of the ad.",,2218186.mp4,30s Daym Drops: Oh Baby! - 2218186,"Daymon Patterson, YouTube's ""Daym Drops"" food critic, reviews the Bacon-Wrapped Deep! Deep! Dish Pepperoni and Bacon pizza. It's good enough to make him scream.",30,74679.67,38,2019-04-19T13:11:03-04:00,2019-04-21T23:49:42-04:00,"Introducing. 000, baby. This bacon is crispy. They've actually taken pieces of the regular strips of bacon and sprinkled it all over the pizza plan and the bacon is not fake and all, all pizza should have extra crispy bacon. Get a large hot and ready bacon wrapped, deep, deep dish, pepperoni and bacon pizza for just 12 bucks. Try our convenient app and a pizza portal. Pick up pizza pizza.",introduc 000 babi thi bacon is crispi theyv actual taken piec of the regular strip of bacon and sprinkl it all over the pizza plan and the bacon is not fake and all all pizza should have extra crispi bacon get a larg hot and readi bacon wrap deep deep dish pepperoni and bacon pizza for just 12 buck tri our conveni app and a pizza portal pick up pizza pizza,E:\Documents\Prof_Docs\DATA analysis test\Round 2 Docs\sample\sample\2218186.mp4
5/26/2024 11:32:42,2218186,1,0,1,0,0,0,0,1,1,1,1,1,Desire,Yes,1,0,0,1,1,1,Yes,1,1,0,No,,"In the ad, a man just got a pizza from Lil Caesars and Is excited at how crispy it is with actual bacon strips all over it.","Increase awareness of product/brand, Directly persuade consumers to purchase",4,4,Pizza Pizza,The ad is for Lil caesars and the specific product is their Hot N Ready bacon wrapped pizza . The setting is a man sitting in his car giving his review of Lil Caesars pizza. He describes the pizza as crispy and emphasizes how there is bacon all over the pizza. The price advertised  is $12 for a large size which comes with bacon and pepperoni. Some visual elements include the actual pizza the man is holding and a mock up of lil caesars pizza. ,,2218186.mp4,30s Daym Drops: Oh Baby! - 2218186,"Daymon Patterson, YouTube's ""Daym Drops"" food critic, reviews the Bacon-Wrapped Deep! Deep! Dish Pepperoni and Bacon pizza. It's good enough to make him scream.",30,74679.67,38,2019-04-19T13:11:03-04:00,2019-04-21T23:49:42-04:00,"Introducing. 000, baby. This bacon is crispy. They've actually taken pieces of the regular strips of bacon and sprinkled it all over the pizza plan and the bacon is not fake and all, all pizza should have extra crispy bacon. Get a large hot and ready bacon wrapped, deep, deep dish, pepperoni and bacon pizza for just 12 bucks. Try our convenient app and a pizza portal. Pick up pizza pizza.",introduc 000 babi thi bacon is crispi theyv actual taken piec of the regular strip of bacon and sprinkl it all over the pizza plan and the bacon is not fake and all all pizza should have extra crispi bacon get a larg hot and readi bacon wrap deep deep dish pepperoni and bacon pizza for just 12 buck tri our conveni app and a pizza portal pick up pizza pizza,E:\Documents\Prof_Docs\DATA analysis test\Round 2 Docs\sample\sample\2218186.mp4
5/19/2024 19:22:16,2220795,1,0,0,1,0,0,0,0,0,0,0,1,"Curiosity, Anxiety, Sadness, Gratitude, Surprise, Anger",Yes,1,1,0,0,1,0,,1,1,0,Yes,Multiple movie actors,"In this movie ad a couple, Scott and Annie Russell buy a house in Napa Valley from a man named Charlie Peck. That man becomes increasingly intrusive and obsessed with Annie, leading to a series of disturbing events like stalking. ","Increase awareness of product/brand, Directly persuade consumers to purchase",4,4,,"Directed by Deon Taylor and written by David Loughery

We see Scott and Annie Russell interacting with Charlie Peck. Scenes transition from peaceful moments to tense, unsettling encounters, depicting Charlie’s increasing intrusiveness.

The audio includes cheerful music and dialogue during the house purchase, shifting to eerie music and ominous sound effects as Charlie becomes more obsessed, with snippets of dialogue highlighting the growing tension and fear.",,2220795 MP4,30s The Intruder - 2220795,"Newlyweds Scott and Annie Russell can't believe their fortune when they purchase a beautiful home nestled in the heart of Napa Valley, California from a lone widower. Their dream, however, quickly turns into a nightmare when the seller begins to interject himself into the young couple's lives. Before long, they begin to suspect that his inability to emotionally let go of the property is evolving into a nefarious plot to get it back. ""The Intruder"" is rated PG-13 and crashes into theaters May 3, 2019.",30,135041.74,34,2019-04-21T20:11:54-04:00,2019-05-03T14:50:13-04:00,"You really want this place, don't you? I do. Here's the keys. This house is yours though. Thank you, Charlie. Honey, Charlie is outside cutting the grass. What did you just get this out of the garage? That's where I keep it. Something is really off with that guy. Don't look too close under the mask. He's watching you. What the hell get off of my property. I'm not dying today. The intruder rated PG 13.",you realli want thi place dont you i do here the key thi hous is your though thank you charli honey charli is outsid cut the grass what did you just get thi out of the garag that where i keep it someth is realli off with that guy dont look too close under the mask he watch you what the hell get off of my properti im not die today the intrud rate pg 13,E:\Documents\Prof_Docs\DATA analysis test\Round 2 Docs\sample\sample\2220795.mp4
5/20/2024 17:58:46,2220795,0,0,0,0,0,0,0,0,0,0,1,1,"Anxiety, Surprise, Disgust",Yes,1,1,0,1,0,0,,1,1,0,Yes,Unknown,Movie ad where a couple moves into a home. However the previous homeowner is disturbed and ends up being a home intruder that threatens the lives of the couple.,"Increase awareness of product/brand, Change what consumers know about the product/brand, Change how consumers feel about the product/brand",4,4,,"Brand/Product Identification: The Intruder

Visual Elements: Different shots of the characters interacting, dark setting of the home

Auditory Elements: Screams, Ominous music, Action cut sound effects, glass breaking, character dialogue and narration present.",,2220795.mp4,30s The Intruder - 2220795,"Newlyweds Scott and Annie Russell can't believe their fortune when they purchase a beautiful home nestled in the heart of Napa Valley, California from a lone widower. Their dream, however, quickly turns into a nightmare when the seller begins to interject himself into the young couple's lives. Before long, they begin to suspect that his inability to emotionally let go of the property is evolving into a nefarious plot to get it back. ""The Intruder"" is rated PG-13 and crashes into theaters May 3, 2019.",30,135041.74,34,2019-04-21T20:11:54-04:00,2019-05-03T14:50:13-04:00,"You really want this place, don't you? I do. Here's the keys. This house is yours though. Thank you, Charlie. Honey, Charlie is outside cutting the grass. What did you just get this out of the garage? That's where I keep it. Something is really off with that guy. Don't look too close under the mask. He's watching you. What the hell get off of my property. I'm not dying today. The intruder rated PG 13.",you realli want thi place dont you i do here the key thi hous is your though thank you charli honey charli is outsid cut the grass what did you just get thi out of the garag that where i keep it someth is realli off with that guy dont look too close under the mask he watch you what the hell get off of my properti im not die today the intrud rate pg 13,E:\Documents\Prof_Docs\DATA analysis test\Round 2 Docs\sample\sample\2220795.mp4
5/24/2024 21:43:43,2220795,0,1,1,0,0,0,0,0,0,0,0,1,"Anxiety, Surprise",Yes,1,1,0,0,1,0,,1,1,0,Yes,This is a movie trailer so all of them are famous,"The ad is about the movie Intruder, where a new family movies to a new home next to a man who lives alone. This man starts to break into their home and stalks them. The trailer then speeds up showing scenes of violence. ",Directly persuade consumers to purchase,4,4,no,"1. Its just promoting the movie the Intruder
2. it shows the suburb and a lot of scenes in the new families house
3.You can here the scary background movie, gun shooting, and screaming",no,2220795,30s The Intruder - 2220795,"Newlyweds Scott and Annie Russell can't believe their fortune when they purchase a beautiful home nestled in the heart of Napa Valley, California from a lone widower. Their dream, however, quickly turns into a nightmare when the seller begins to interject himself into the young couple's lives. Before long, they begin to suspect that his inability to emotionally let go of the property is evolving into a nefarious plot to get it back. ""The Intruder"" is rated PG-13 and crashes into theaters May 3, 2019.",30,135041.74,34,2019-04-21T20:11:54-04:00,2019-05-03T14:50:13-04:00,"You really want this place, don't you? I do. Here's the keys. This house is yours though. Thank you, Charlie. Honey, Charlie is outside cutting the grass. What did you just get this out of the garage? That's where I keep it. Something is really off with that guy. Don't look too close under the mask. He's watching you. What the hell get off of my property. I'm not dying today. The intruder rated PG 13.",you realli want thi place dont you i do here the key thi hous is your though thank you charli honey charli is outsid cut the grass what did you just get thi out of the garag that where i keep it someth is realli off with that guy dont look too close under the mask he watch you what the hell get off of my properti im not die today the intrud rate pg 13,E:\Documents\Prof_Docs\DATA analysis test\Round 2 Docs\sample\sample\2220795.mp4
5/19/2024 1:09:09,2238004,0,1,0,0,0,0,0,1,1,1,0,1,"Desire, Curiosity",No,1,0,0,1,1,0,,0,0,1,No,,We start with two moms and she notices  how spacious the new Buick is for bigger families. The mother wanted to buy the car since it looked very spacious and it was easy to get the kids out. ,"Increase awareness of product/brand, Directly persuade consumers to purchase",4,3,Tomorrows SUV for today's family.,Buick is advertising their new Buick Enclave. It starts off in this woman's driveway and this mother notices how easy it is for the kids to get out of the car. This ad appeals a lot towards parents or partners who want a bigger household. The narrator talks about all the deals you can get with this purchase. The music is very upbeat which matches the warmer season time setting.,no,2238004.mp4,30s More Kids [T2] - 2238004,"When a woman parks her new ride in the driveway, a couple on a walk with their kids stops to ask what kind of SUV it is. The driver tells them it's a Buick Enclave, and the mom admires how easy it is to unload all the ""little maniacs."" She suggests to her husband that they get an Enclave and have a ton more kids. For a limited time, Buick is offering up to 13 percent below MSRP on most 2019 models, plus special pricing on the 2019 Enclave Avenir.",30,18665.67,19,2019-05-04T01:42:42-04:00,2019-06-03T02:39:14-04:00,"Wrong. Let's go. Let's go. What kind of SUV is that? It's a brand new Buick enclave. That really makes it easy to unload all those little maniacs. Sure does. Hey, honey, we should get one of those and have like a ton more kids. Yeah, I love that more kids. Yeah. Introducing the all new Buick Enclave. Tomorrow's SUV for today's family. Get nearly 6500 below Msrp on this 2019 Enclave Avenue. Plus get an additional 1000 regional purchase allowance.",wrong let go let go what kind of suv is that it a brand new buick enclav that realli make it easi to unload all those littl maniac sure doe hey honey we should get one of those and have like a ton more kid yeah i love that more kid yeah introduc the all new buick enclav tomorrow suv for today famili get nearli 6500 below msrp on thi 2019 enclav avenu plu get an addit 1000 region purchas allow,E:\Documents\Prof_Docs\DATA analysis test\Round 2 Docs\sample\sample\2238004.mp4
5/19/2024 19:35:28,2238004,1,1,1,1,1,1,0,1,1,1,1,1,"Amusement, Joy, Caring, Gratitude",Yes,1,0,0,0,1,1,No,0,0,1,No,,"In this Buick Ad we see a family ""unload"" there kids, while a family comes by and says woah it is easy to unload of them with a Buick enclave avenir. The Women than turns to the husband and says we should get that car and have more kids. ","Increase awareness of product/brand, Change what consumers know about the product/brand, Change how consumers feel about the product/brand, Directly persuade consumers to purchase",3,3,Tomorrows SUV for today's family,"The brand is Buick, and the product being advertised is the 2019 Buick Enclave Avenir.

The scene shows a family easily unloading their kids from a Buick Enclave Avenir, while another couple walks by, observing the ease of use. The setting is a suburban neighborhood, with the focus on the two families and the Buick vehicle.

The dialogue includes the observing woman remarking, ""Wow, it’s so easy to unload them with a Buick Enclave Avenir,"" followed by her turning to her husband and saying, ""We should get that car and have more kids."" Background music is light and cheerful, enhancing the family-friendly atmosphere.",,2238004 MP4,30s More Kids [T2] - 2238004,"When a woman parks her new ride in the driveway, a couple on a walk with their kids stops to ask what kind of SUV it is. The driver tells them it's a Buick Enclave, and the mom admires how easy it is to unload all the ""little maniacs."" She suggests to her husband that they get an Enclave and have a ton more kids. For a limited time, Buick is offering up to 13 percent below MSRP on most 2019 models, plus special pricing on the 2019 Enclave Avenir.",30,18665.67,19,2019-05-04T01:42:42-04:00,2019-06-03T02:39:14-04:00,"Wrong. Let's go. Let's go. What kind of SUV is that? It's a brand new Buick enclave. That really makes it easy to unload all those little maniacs. Sure does. Hey, honey, we should get one of those and have like a ton more kids. Yeah, I love that more kids. Yeah. Introducing the all new Buick Enclave. Tomorrow's SUV for today's family. Get nearly 6500 below Msrp on this 2019 Enclave Avenue. Plus get an additional 1000 regional purchase allowance.",wrong let go let go what kind of suv is that it a brand new buick enclav that realli make it easi to unload all those littl maniac sure doe hey honey we should get one of those and have like a ton more kid yeah i love that more kid yeah introduc the all new buick enclav tomorrow suv for today famili get nearli 6500 below msrp on thi 2019 enclav avenu plu get an addit 1000 region purchas allow,E:\Documents\Prof_Docs\DATA analysis test\Round 2 Docs\sample\sample\2238004.mp4
5/27/2024 11:11:39,2238004,0,0,1,1,1,0,0,1,1,1,1,1,"Amusement, Surprise",No,0,0,0,1,1,0,,0,0,0,No,,The ad shows a mother being envious of another family having a SUV. Having a good SUV allows a mother to properly take care of all her kids. ,"Change how consumers feel about the product/brand, Directly persuade consumers to purchase, Make consumers feel good about their purchase",3,2,,"The brand being advertised is the Buick and the Buick Enclave is the product model being advertised. The ad displays a mom with her cradle, envious of another mom having a SUV. The SUV is able to fit all of that mom's kids and this mom wants to get one for her household as well. There is dialogue between the husband and two moms. There is also a voice over when they introduce the prices.",,2238004.mp4,30s More Kids [T2] - 2238004,"When a woman parks her new ride in the driveway, a couple on a walk with their kids stops to ask what kind of SUV it is. The driver tells them it's a Buick Enclave, and the mom admires how easy it is to unload all the ""little maniacs."" She suggests to her husband that they get an Enclave and have a ton more kids. For a limited time, Buick is offering up to 13 percent below MSRP on most 2019 models, plus special pricing on the 2019 Enclave Avenir.",30,18665.67,19,2019-05-04T01:42:42-04:00,2019-06-03T02:39:14-04:00,"Wrong. Let's go. Let's go. What kind of SUV is that? It's a brand new Buick enclave. That really makes it easy to unload all those little maniacs. Sure does. Hey, honey, we should get one of those and have like a ton more kids. Yeah, I love that more kids. Yeah. Introducing the all new Buick Enclave. Tomorrow's SUV for today's family. Get nearly 6500 below Msrp on this 2019 Enclave Avenue. Plus get an additional 1000 regional purchase allowance.",wrong let go let go what kind of suv is that it a brand new buick enclav that realli make it easi to unload all those littl maniac sure doe hey honey we should get one of those and have like a ton more kid yeah i love that more kid yeah introduc the all new buick enclav tomorrow suv for today famili get nearli 6500 below msrp on thi 2019 enclav avenu plu get an addit 1000 region purchas allow,E:\Documents\Prof_Docs\DATA analysis test\Round 2 Docs\sample\sample\2238004.mp4
